seance_id,film_id,salle_id,date_seance,creneau,jour_semaine,nb_spectateurs,taux_occupation
487,38,1,2024-07-22,09h00,Lundi,5,7.12
488,43,3,2024-07-22,16h30,Lundi,38,63.56
489,83,4,2024-07-22,11h30,Lundi,24,33.0
490,25,1,2024-07-22,14h00,Lundi,24,34.15
491,21,4,2024-07-22,20h30,Lundi,70,94.65
492,95,3,2024-07-22,22h00,Lundi,43,72.7
493,38,2,2024-07-22,11h30,Lundi,7,8.87
494,52,4,2024-07-22,18h30,Lundi,35,47.01
495,42,1,2024-07-22,16h30,Lundi,31,44.27
496,18,4,2024-07-22,14h00,Lundi,28,38.3
497,32,1,2024-07-22,14h00,Lundi,25,35.28
498,35,3,2024-07-22,14h00,Lundi,32,53.72
499,75,1,2024-07-22,14h00,Lundi,26,37.51
500,8,1,2024-07-22,16h30,Lundi,37,52.84
501,40,2,2024-07-22,16h30,Lundi,29,37.37
502,99,3,2024-07-23,20h30,Mardi,28,46.98
503,16,3,2024-07-23,14h00,Mardi,23,38.66
504,18,4,2024-07-23,11h30,Mardi,16,22.43
505,59,3,2024-07-23,16h30,Mardi,52,87.12
506,97,2,2024-07-23,22h00,Mardi,5,6.69
507,32,1,2024-07-23,18h30,Mardi,47,67.32
508,10,1,2024-07-23,09h00,Mardi,22,31.15
509,71,2,2024-07-23,18h30,Mardi,51,64.99
510,67,4,2024-07-23,09h00,Mardi,4,6.36
511,88,2,2024-07-23,20h30,Mardi,58,73.46
512,66,4,2024-07-23,22h00,Mardi,34,45.39
513,8,4,2024-07-23,11h30,Mardi,16,21.79
514,8,4,2024-07-23,20h30,Mardi,65,86.9
515,104,3,2024-07-23,20h30,Mardi,52,87.11
516,1,2,2024-07-23,18h30,Mardi,66,83.25
517,10,1,2024-07-23,16h30,Mardi,46,65.56
518,8,1,2024-07-23,16h30,Mardi,50,71.61
519,5,3,2024-07-23,16h30,Mardi,42,70.76
520,83,4,2024-07-23,14h00,Mardi,32,43.86
521,49,4,2024-07-23,22h00,Mardi,28,38.13
522,11,2,2024-07-23,20h30,Mardi,65,82.19
523,45,1,2024-07-23,11h30,Mardi,24,33.98
524,17,2,2024-07-23,22h00,Mardi,45,57.46
525,1,1,2024-07-23,14h00,Mardi,25,36.39
526,55,4,2024-07-23,22h00,Mardi,22,29.41
527,32,4,2024-07-24,14h00,Mercredi,37,49.35
528,93,1,2024-07-24,09h00,Mercredi,10,14.42
529,104,4,2024-07-24,18h30,Mercredi,55,74.51
530,3,2,2024-07-24,11h30,Mercredi,8,10.23
531,9,1,2024-07-24,18h30,Mercredi,69,97.84
532,91,1,2024-07-24,11h30,Mercredi,15,21.39
533,95,1,2024-07-24,16h30,Mercredi,19,28.14
534,97,1,2024-07-24,11h30,Mercredi,23,33.59
535,65,3,2024-07-24,11h30,Mercredi,15,25.82
536,41,3,2024-07-24,11h30,Mercredi,3,5.0
537,39,2,2024-07-24,20h30,Mercredi,42,52.71
538,36,1,2024-07-24,18h30,Mercredi,54,76.35
539,76,2,2024-07-24,20h30,Mercredi,60,75.38
540,7,3,2024-07-24,20h30,Mercredi,44,74.22
541,86,4,2024-07-24,22h00,Mercredi,14,19.69
542,53,2,2024-07-24,14h00,Mercredi,71,89.16
543,49,2,2024-07-24,22h00,Mercredi,15,19.34
544,29,3,2024-07-24,22h00,Mercredi,33,55.9
545,91,2,2024-07-24,22h00,Mercredi,48,60.98
546,53,4,2024-07-24,18h30,Mercredi,44,58.95
547,68,2,2024-07-24,16h30,Mercredi,36,45.36
548,11,4,2024-07-25,22h00,Jeudi,37,50.08
549,48,1,2024-07-25,18h30,Jeudi,54,76.76
550,35,4,2024-07-25,20h30,Jeudi,65,87.3
551,78,1,2024-07-25,22h00,Jeudi,38,54.46
552,76,2,2024-07-25,16h30,Jeudi,57,71.58
553,27,3,2024-07-25,14h00,Jeudi,28,47.03
554,25,1,2024-07-25,20h30,Jeudi,67,94.44
555,97,4,2024-07-25,11h30,Jeudi,16,21.73
556,51,2,2024-07-25,18h30,Jeudi,32,40.36
557,42,3,2024-07-25,16h30,Jeudi,18,31.03
558,40,3,2024-07-25,14h00,Jeudi,23,38.65
559,66,4,2024-07-25,16h30,Jeudi,54,72.56
560,61,3,2024-07-25,11h30,Jeudi,22,37.66
561,48,3,2024-07-25,16h30,Jeudi,42,70.99
562,95,2,2024-07-25,09h00,Jeudi,11,14.79
563,34,4,2024-07-25,14h00,Jeudi,38,51.18
564,49,2,2024-07-25,16h30,Jeudi,45,56.78
565,71,3,2024-07-25,14h00,Jeudi,19,33.17
566,93,4,2024-07-25,16h30,Jeudi,21,28.15
567,22,3,2024-07-25,11h30,Jeudi,22,37.62
568,24,1,2024-07-25,18h30,Jeudi,68,96.63
569,5,1,2024-07-25,22h00,Jeudi,22,31.97
570,53,2,2024-07-25,22h00,Jeudi,5,7.23
571,81,2,2024-07-25,09h00,Jeudi,9,11.57
572,65,4,2024-07-25,14h00,Jeudi,22,30.43
573,80,4,2024-07-26,20h30,Vendredi,65,87.18
574,71,4,2024-07-26,09h00,Vendredi,6,8.75
575,3,3,2024-07-26,18h30,Vendredi,54,90.77
576,105,4,2024-07-26,22h00,Vendredi,28,37.49
577,23,1,2024-07-26,09h00,Vendredi,5,7.39
578,80,3,2024-07-26,22h00,Vendredi,21,36.44
579,46,3,2024-07-26,22h00,Vendredi,12,20.99
580,52,4,2024-07-26,18h30,Vendredi,52,69.64
581,32,2,2024-07-26,14h00,Vendredi,31,39.22
582,84,1,2024-07-26,09h00,Vendredi,3,5.0
583,52,4,2024-07-26,16h30,Vendredi,74,98.74
584,2,2,2024-07-26,09h00,Vendredi,20,25.67
585,64,4,2024-07-26,20h30,Vendredi,71,95.12
586,13,1,2024-07-26,11h30,Vendredi,16,22.66
587,28,4,2024-07-26,14h00,Vendredi,39,53.12
588,36,1,2024-07-26,11h30,Vendredi,17,25.12
589,41,1,2024-07-26,11h30,Vendredi,4,6.64
590,92,4,2024-07-26,09h00,Vendredi,3,5.0
591,39,2,2024-07-26,18h30,Vendredi,68,85.6
592,50,3,2024-07-26,16h30,Vendredi,44,74.57
593,18,1,2024-07-27,18h30,Samedi,69,97.43
594,13,4,2024-07-27,11h30,Samedi,21,29.2
595,10,3,2024-07-27,18h30,Samedi,58,97.86
596,51,3,2024-07-27,09h00,Samedi,27,45.09
597,82,3,2024-07-27,22h00,Samedi,34,57.62
598,46,4,2024-07-27,16h30,Samedi,40,54.55
599,24,4,2024-07-27,09h00,Samedi,13,18.64
600,32,1,2024-07-27,09h00,Samedi,5,7.31
601,35,2,2024-07-27,16h30,Samedi,53,67.24
602,95,4,2024-07-27,14h00,Samedi,11,15.68
603,47,1,2024-07-27,09h00,Samedi,17,24.1
604,47,3,2024-07-27,09h00,Samedi,8,14.14
605,17,1,2024-07-27,11h30,Samedi,12,18.3
606,66,4,2024-07-27,09h00,Samedi,11,15.63
607,4,1,2024-07-27,14h00,Samedi,34,48.0
608,101,3,2024-07-27,22h00,Samedi,20,34.85
609,50,1,2024-07-27,14h00,Samedi,15,22.38
610,93,2,2024-07-27,18h30,Samedi,68,85.5
611,67,2,2024-07-27,20h30,Samedi,74,92.95
612,39,3,2024-07-27,16h30,Samedi,35,59.67
613,19,1,2024-07-27,11h30,Samedi,14,20.7
614,62,1,2024-07-27,14h00,Samedi,29,41.81
615,33,2,2024-07-27,20h30,Samedi,78,97.86
616,26,4,2024-07-27,09h00,Samedi,4,5.86
617,18,3,2024-07-27,09h00,Samedi,16,27.48
618,49,3,2024-07-28,16h30,Dimanche,29,49.39
619,43,4,2024-07-28,22h00,Dimanche,28,38.56
620,77,2,2024-07-28,14h00,Dimanche,29,37.21
621,42,2,2024-07-28,16h30,Dimanche,32,40.63
622,41,3,2024-07-28,20h30,Dimanche,60,100.0
623,89,4,2024-07-28,18h30,Dimanche,57,76.93
624,36,4,2024-07-28,14h00,Dimanche,21,28.06
625,15,2,2024-07-28,18h30,Dimanche,78,97.76
626,99,1,2024-07-28,20h30,Dimanche,56,79.07
627,60,2,2024-07-28,16h30,Dimanche,80,100.0
628,9,4,2024-07-28,20h30,Dimanche,56,75.17
629,64,2,2024-07-28,20h30,Dimanche,72,90.52
630,20,4,2024-07-28,22h00,Dimanche,54,72.46
631,49,1,2024-07-28,16h30,Dimanche,47,66.48
632,52,4,2024-07-28,18h30,Dimanche,47,63.0
633,5,3,2024-07-28,20h30,Dimanche,60,100.0
634,82,1,2024-07-28,09h00,Dimanche,3,5.0
635,99,2,2024-07-28,20h30,Dimanche,60,75.5
636,79,1,2024-07-28,18h30,Dimanche,54,76.28
637,83,4,2024-07-28,22h00,Dimanche,23,31.3
638,14,1,2024-07-28,09h00,Dimanche,32,46.15
639,34,2,2024-07-28,18h30,Dimanche,74,93.2
640,89,2,2024-07-28,16h30,Dimanche,33,41.87
641,48,4,2024-07-28,16h30,Dimanche,41,55.04
642,20,3,2024-07-29,09h00,Lundi,3,5.0
643,62,1,2024-07-29,14h00,Lundi,3,5.52
644,15,2,2024-07-29,14h00,Lundi,56,70.44
645,40,3,2024-07-29,16h30,Lundi,30,51.11
646,45,4,2024-07-29,09h00,Lundi,3,5.0
647,57,4,2024-07-29,14h00,Lundi,71,95.31
648,91,1,2024-07-29,09h00,Lundi,6,9.49
649,44,1,2024-07-29,20h30,Lundi,52,73.56
650,95,2,2024-07-29,18h30,Lundi,30,38.69
651,23,2,2024-07-29,14h00,Lundi,13,16.85
652,30,4,2024-07-29,20h30,Lundi,62,83.88
653,24,2,2024-07-29,20h30,Lundi,70,88.38
654,95,2,2024-07-29,16h30,Lundi,25,31.94
655,76,4,2024-07-29,16h30,Lundi,52,70.34
656,36,1,2024-07-29,18h30,Lundi,55,78.23
657,14,2,2024-07-29,14h00,Lundi,39,48.9
658,34,4,2024-07-29,18h30,Lundi,72,96.79
659,82,3,2024-07-29,18h30,Lundi,35,58.83
660,15,3,2024-07-29,14h00,Lundi,37,62.72
661,59,2,2024-07-29,22h00,Lundi,12,15.05
662,79,1,2024-07-29,20h30,Lundi,44,62.89
663,18,3,2024-07-29,09h00,Lundi,9,15.43
664,48,2,2024-07-29,18h30,Lundi,67,83.97
665,50,4,2024-07-29,18h30,Lundi,64,85.65
666,63,2,2024-07-30,18h30,Mardi,64,81.0
667,22,4,2024-07-30,14h00,Mardi,38,51.63
668,58,1,2024-07-30,22h00,Mardi,23,33.05
669,46,1,2024-07-30,16h30,Mardi,44,62.42
670,72,4,2024-07-30,16h30,Mardi,46,61.68
671,88,4,2024-07-30,16h30,Mardi,36,48.78
672,22,1,2024-07-30,18h30,Mardi,51,72.41
673,4,2,2024-07-30,14h00,Mardi,50,63.38
674,37,2,2024-07-30,22h00,Mardi,23,29.75
675,59,4,2024-07-30,18h30,Mardi,31,42.39
676,35,3,2024-07-30,18h30,Mardi,50,83.94
677,97,1,2024-07-30,22h00,Mardi,20,29.08
678,55,1,2024-07-30,20h30,Mardi,19,27.2
679,84,2,2024-07-30,14h00,Mardi,32,40.17
680,34,3,2024-07-30,22h00,Mardi,33,55.83
681,105,1,2024-07-30,16h30,Mardi,41,58.97
682,104,2,2024-07-30,11h30,Mardi,16,20.51
683,104,3,2024-07-30,22h00,Mardi,18,30.85
684,22,2,2024-07-30,22h00,Mardi,33,41.53
685,27,2,2024-07-30,22h00,Mardi,54,68.39
686,36,2,2024-07-30,14h00,Mardi,31,39.06
687,38,3,2024-07-31,18h30,Mercredi,45,75.42
688,87,1,2024-07-31,11h30,Mercredi,34,48.57
689,97,4,2024-07-31,09h00,Mercredi,29,39.08
690,17,2,2024-07-31,11h30,Mercredi,21,26.86
691,19,3,2024-07-31,22h00,Mercredi,35,58.36
692,51,4,2024-07-31,11h30,Mercredi,75,100.0
693,74,3,2024-07-31,20h30,Mercredi,42,70.7
694,82,1,2024-07-31,16h30,Mercredi,41,58.75
695,66,3,2024-07-31,20h30,Mercredi,57,95.61
696,63,3,2024-07-31,18h30,Mercredi,40,67.51
697,1,1,2024-07-31,20h30,Mercredi,71,100.0
698,90,3,2024-07-31,22h00,Mercredi,21,35.03
699,9,4,2024-07-31,11h30,Mercredi,42,56.95
700,64,3,2024-07-31,14h00,Mercredi,16,27.54
701,37,3,2024-07-31,18h30,Mercredi,38,64.31
702,63,3,2024-07-31,20h30,Mercredi,46,77.71
703,98,1,2024-07-31,09h00,Mercredi,22,32.03
704,59,1,2024-07-31,09h00,Mercredi,54,77.3
705,21,4,2024-07-31,16h30,Mercredi,69,92.22
706,26,2,2024-07-31,20h30,Mercredi,76,95.13
707,39,2,2024-07-31,22h00,Mercredi,29,36.76
708,84,3,2024-07-31,14h00,Mercredi,20,34.06
709,11,3,2024-07-31,20h30,Mercredi,56,93.94
710,51,3,2024-07-31,20h30,Mercredi,22,37.9
711,90,2,2024-07-31,16h30,Mercredi,33,41.53
712,28,4,2024-08-01,09h00,Jeudi,3,5.0
713,17,2,2024-08-01,18h30,Jeudi,67,84.3
714,90,3,2024-08-01,22h00,Jeudi,21,36.52
715,16,4,2024-08-01,20h30,Jeudi,73,98.1
716,50,1,2024-08-01,20h30,Jeudi,48,68.4
717,104,1,2024-08-01,09h00,Jeudi,3,5.0
718,18,4,2024-08-01,22h00,Jeudi,60,80.82
719,105,2,2024-08-01,20h30,Jeudi,67,84.66
720,68,1,2024-08-01,18h30,Jeudi,50,71.7
721,84,2,2024-08-01,16h30,Jeudi,37,47.07
722,96,2,2024-08-01,16h30,Jeudi,38,48.68
723,79,4,2024-08-01,22h00,Jeudi,30,40.22
724,18,1,2024-08-01,18h30,Jeudi,71,100.0
725,94,4,2024-08-01,14h00,Jeudi,28,38.15
726,18,2,2024-08-01,14h00,Jeudi,34,42.61
727,83,1,2024-08-01,11h30,Jeudi,6,9.66
728,78,3,2024-08-01,22h00,Jeudi,17,29.65
729,89,1,2024-08-01,22h00,Jeudi,36,52.04
730,27,2,2024-08-01,20h30,Jeudi,59,74.91
731,51,3,2024-08-01,20h30,Jeudi,39,66.14
732,64,4,2024-08-02,09h00,Vendredi,12,17.26
733,31,4,2024-08-02,20h30,Vendredi,67,90.38
734,2,3,2024-08-02,14h00,Vendredi,30,51.21
735,17,4,2024-08-02,22h00,Vendredi,51,69.29
736,70,2,2024-08-02,22h00,Vendredi,32,41.21
737,61,1,2024-08-02,09h00,Vendredi,4,6.93
738,28,1,2024-08-02,09h00,Vendredi,10,15.16
739,102,4,2024-08-02,18h30,Vendredi,55,73.45
740,99,4,2024-08-02,16h30,Vendredi,60,81.09
741,90,4,2024-08-02,09h00,Vendredi,3,5.0
742,20,3,2024-08-02,09h00,Vendredi,3,5.0
743,40,1,2024-08-02,18h30,Vendredi,71,100.0
744,20,3,2024-08-02,16h30,Vendredi,30,51.48
745,76,1,2024-08-02,14h00,Vendredi,32,45.69
746,31,1,2024-08-02,11h30,Vendredi,8,11.82
747,12,4,2024-08-02,09h00,Vendredi,8,11.26
748,40,2,2024-08-02,09h00,Vendredi,14,17.71
749,2,2,2024-08-02,20h30,Vendredi,80,100.0
750,45,3,2024-08-02,11h30,Vendredi,14,24.76
751,48,2,2024-08-02,20h30,Vendredi,57,72.04
752,16,1,2024-08-02,14h00,Vendredi,27,39.29
753,35,1,2024-08-03,14h00,Samedi,34,48.06
754,10,4,2024-08-03,16h30,Samedi,47,62.9
755,66,3,2024-08-03,09h00,Samedi,3,5.0
756,48,2,2024-08-03,14h00,Samedi,32,40.29
757,99,1,2024-08-03,18h30,Samedi,53,75.47
758,95,1,2024-08-03,09h00,Samedi,3,5.0
759,2,2,2024-08-03,09h00,Samedi,13,17.14
760,20,2,2024-08-03,22h00,Samedi,55,68.78
761,5,4,2024-08-03,11h30,Samedi,26,34.82
762,93,3,2024-08-03,14h00,Samedi,26,43.41
763,10,3,2024-08-03,09h00,Samedi,3,5.0
764,23,2,2024-08-03,22h00,Samedi,53,66.37
765,67,1,2024-08-03,16h30,Samedi,45,63.93
766,37,3,2024-08-03,14h00,Samedi,27,45.88
767,12,4,2024-08-03,09h00,Samedi,16,21.98
768,101,3,2024-08-03,20h30,Samedi,58,97.01
769,80,2,2024-08-03,16h30,Samedi,39,49.6
770,99,2,2024-08-03,20h30,Samedi,80,100.0
771,70,2,2024-08-03,11h30,Samedi,26,33.02
772,30,3,2024-08-03,20h30,Samedi,60,100.0
773,89,1,2024-08-03,14h00,Samedi,43,61.26
774,95,3,2024-08-03,09h00,Samedi,5,9.36
775,27,2,2024-08-03,16h30,Samedi,53,67.09
776,92,3,2024-08-04,09h00,Dimanche,5,9.01
777,6,2,2024-08-04,22h00,Dimanche,22,27.7
778,48,4,2024-08-04,20h30,Dimanche,51,69.19
779,11,1,2024-08-04,18h30,Dimanche,71,100.0
780,10,1,2024-08-04,16h30,Dimanche,64,91.33
781,85,2,2024-08-04,11h30,Dimanche,17,21.44
782,103,4,2024-08-04,20h30,Dimanche,75,100.0
783,95,3,2024-08-04,14h00,Dimanche,13,22.43
784,26,2,2024-08-04,22h00,Dimanche,53,66.36
785,99,1,2024-08-04,11h30,Dimanche,29,41.13
786,41,4,2024-08-04,09h00,Dimanche,15,21.28
787,69,3,2024-08-04,22h00,Dimanche,33,55.51
788,34,1,2024-08-04,09h00,Dimanche,18,26.44
789,21,3,2024-08-04,22h00,Dimanche,35,59.22
790,28,3,2024-08-04,11h30,Dimanche,9,15.14
791,12,2,2024-08-04,14h00,Dimanche,45,57.48
792,39,3,2024-08-04,22h00,Dimanche,19,33.11
793,23,1,2024-08-04,16h30,Dimanche,55,77.54
794,71,2,2024-08-04,09h00,Dimanche,4,5.0
795,60,1,2024-08-04,22h00,Dimanche,20,29.16
796,8,2,2024-08-04,11h30,Dimanche,26,32.62
797,52,3,2024-08-05,20h30,Lundi,18,30.21
798,75,3,2024-08-05,22h00,Lundi,13,22.39
799,10,1,2024-08-05,09h00,Lundi,21,30.58
800,104,2,2024-08-05,09h00,Lundi,22,28.37
801,104,3,2024-08-05,09h00,Lundi,14,24.86
802,22,4,2024-08-05,22h00,Lundi,46,61.54
803,93,4,2024-08-05,16h30,Lundi,44,59.88
804,23,3,2024-08-05,11h30,Lundi,18,31.35
805,24,3,2024-08-05,14h00,Lundi,23,38.58
806,79,2,2024-08-05,20h30,Lundi,67,84.27
807,38,4,2024-08-05,16h30,Lundi,43,58.15
808,12,3,2024-08-05,16h30,Lundi,35,58.79
809,18,4,2024-08-05,11h30,Lundi,10,14.61
810,32,1,2024-08-05,16h30,Lundi,32,45.26
811,101,3,2024-08-05,16h30,Lundi,25,41.72
812,73,3,2024-08-05,16h30,Lundi,34,58.19
813,35,2,2024-08-05,09h00,Lundi,9,11.46
814,104,3,2024-08-05,09h00,Lundi,11,19.66
815,104,4,2024-08-05,18h30,Lundi,46,62.07
816,30,2,2024-08-05,09h00,Lundi,21,27.41
817,32,2,2024-08-05,14h00,Lundi,19,24.23
818,8,2,2024-08-06,18h30,Mardi,62,77.54
819,103,4,2024-08-06,14h00,Mardi,54,72.04
820,23,2,2024-08-06,11h30,Mardi,10,13.32
821,76,3,2024-08-06,22h00,Mardi,20,34.16
822,76,1,2024-08-06,20h30,Mardi,50,70.72
823,90,3,2024-08-06,18h30,Mardi,32,53.77
824,25,4,2024-08-06,18h30,Mardi,59,78.99
825,40,2,2024-08-06,16h30,Mardi,41,51.96
826,78,2,2024-08-06,09h00,Mardi,15,18.96
827,68,4,2024-08-06,09h00,Mardi,3,5.0
828,104,2,2024-08-06,14h00,Mardi,41,52.42
829,92,2,2024-08-06,22h00,Mardi,56,70.92
830,3,2,2024-08-06,18h30,Mardi,58,73.2
831,91,2,2024-08-06,22h00,Mardi,60,76.25
832,47,1,2024-08-06,14h00,Mardi,31,44.42
833,91,4,2024-08-06,18h30,Mardi,54,73.19
834,18,2,2024-08-06,20h30,Mardi,80,100.0
835,56,4,2024-08-06,20h30,Mardi,25,34.28
836,72,3,2024-08-06,11h30,Mardi,21,35.15
837,86,2,2024-08-06,16h30,Mardi,36,45.59
838,17,2,2024-08-06,20h30,Mardi,80,100.0
839,1,4,2024-08-06,22h00,Mardi,54,73.08
840,5,2,2024-08-06,18h30,Mardi,64,80.88
841,41,2,2024-08-06,20h30,Mardi,31,39.17
842,19,3,2024-08-06,20h30,Mardi,50,83.71
843,31,3,2024-08-07,14h00,Mercredi,34,57.32
844,12,3,2024-08-07,16h30,Mercredi,53,89.72
845,2,3,2024-08-07,11h30,Mercredi,21,35.01
846,33,1,2024-08-07,20h30,Mercredi,70,99.5
847,1,1,2024-08-07,16h30,Mercredi,40,56.41
848,22,4,2024-08-07,16h30,Mercredi,50,66.74
849,49,3,2024-08-07,18h30,Mercredi,37,62.02
850,101,2,2024-08-07,11h30,Mercredi,32,40.91
851,58,1,2024-08-07,22h00,Mercredi,21,30.68
852,41,3,2024-08-07,09h00,Mercredi,3,5.0
853,10,3,2024-08-07,11h30,Mercredi,24,40.42
854,10,1,2024-08-07,14h00,Mercredi,35,50.4
855,77,4,2024-08-07,20h30,Mercredi,75,100.0
856,22,4,2024-08-07,11h30,Mercredi,25,33.55
857,7,1,2024-08-07,14h00,Mercredi,40,57.15
858,90,3,2024-08-07,20h30,Mercredi,51,85.49
859,37,3,2024-08-07,11h30,Mercredi,19,31.88
860,71,4,2024-08-07,11h30,Mercredi,18,24.8
861,7,3,2024-08-07,09h00,Mercredi,9,15.99
862,85,4,2024-08-07,11h30,Mercredi,22,29.4
863,4,2,2024-08-08,11h30,Jeudi,10,13.7
864,61,1,2024-08-08,14h00,Jeudi,4,6.84
865,101,4,2024-08-08,16h30,Jeudi,28,37.39
866,12,4,2024-08-08,11h30,Jeudi,27,36.21
867,48,4,2024-08-08,14h00,Jeudi,27,36.41
868,57,4,2024-08-08,14h00,Jeudi,71,95.34
869,29,3,2024-08-08,18h30,Jeudi,60,100.0
870,86,1,2024-08-08,09h00,Jeudi,13,19.57
871,86,3,2024-08-08,22h00,Jeudi,4,7.19
872,76,2,2024-08-08,18h30,Jeudi,53,66.79
873,8,4,2024-08-08,22h00,Jeudi,8,11.16
874,88,4,2024-08-08,18h30,Jeudi,47,63.59
875,31,4,2024-08-08,14h00,Jeudi,50,67.79
876,92,1,2024-08-08,18h30,Jeudi,54,77.33
877,74,2,2024-08-08,09h00,Jeudi,24,30.44
878,22,2,2024-08-08,22h00,Jeudi,43,53.89
879,25,2,2024-08-08,09h00,Jeudi,4,5.0
880,56,2,2024-08-08,22h00,Jeudi,33,41.57
881,81,2,2024-08-08,22h00,Jeudi,23,29.29
882,94,1,2024-08-08,09h00,Jeudi,3,5.0
883,72,4,2024-08-09,18h30,Vendredi,54,73.32
884,59,1,2024-08-09,22h00,Vendredi,25,35.57
885,90,4,2024-08-09,09h00,Vendredi,5,7.12
886,76,1,2024-08-09,09h00,Vendredi,16,22.92
887,73,1,2024-08-09,22h00,Vendredi,24,34.46
888,45,4,2024-08-09,14h00,Vendredi,39,52.28
889,50,4,2024-08-09,18h30,Vendredi,61,81.67
890,36,4,2024-08-09,11h30,Vendredi,16,21.66
891,80,4,2024-08-09,09h00,Vendredi,3,5.0
892,89,2,2024-08-09,09h00,Vendredi,22,27.98
893,96,4,2024-08-09,14h00,Vendredi,24,32.18
894,105,3,2024-08-09,14h00,Vendredi,23,39.58
895,36,4,2024-08-09,22h00,Vendredi,21,28.43
896,30,2,2024-08-09,14h00,Vendredi,34,43.45
897,96,4,2024-08-09,22h00,Vendredi,55,74.56
898,54,1,2024-08-09,11h30,Vendredi,59,83.35
899,57,2,2024-08-09,22h00,Vendredi,12,15.47
900,67,3,2024-08-09,22h00,Vendredi,35,59.45
901,8,2,2024-08-09,09h00,Vendredi,17,21.65
902,18,1,2024-08-09,11h30,Vendredi,30,43.47
903,25,2,2024-08-09,22h00,Vendredi,52,65.55
904,7,3,2024-08-09,20h30,Vendredi,57,96.14
905,26,3,2024-08-09,14h00,Vendredi,32,54.94
906,16,1,2024-08-10,11h30,Samedi,13,19.46
907,48,4,2024-08-10,18h30,Samedi,45,60.92
908,61,3,2024-08-10,14h00,Samedi,28,46.94
909,21,3,2024-08-10,20h30,Samedi,60,100.0
910,4,4,2024-08-10,09h00,Samedi,18,24.19
911,21,2,2024-08-10,22h00,Samedi,54,68.23
912,27,3,2024-08-10,20h30,Samedi,60,100.0
913,53,1,2024-08-10,22h00,Samedi,23,32.63
914,2,4,2024-08-10,11h30,Samedi,15,20.12
915,83,2,2024-08-10,18h30,Samedi,64,80.88
916,78,3,2024-08-10,20h30,Samedi,51,86.19
917,91,3,2024-08-10,16h30,Samedi,40,66.86
918,59,3,2024-08-10,11h30,Samedi,50,83.44
919,60,3,2024-08-10,20h30,Samedi,18,31.67
920,75,1,2024-08-10,09h00,Samedi,13,18.53
921,66,3,2024-08-10,18h30,Samedi,43,72.91
922,39,1,2024-08-10,16h30,Samedi,29,42.06
923,9,3,2024-08-10,14h00,Samedi,28,48.11
924,34,3,2024-08-10,11h30,Samedi,8,13.76
925,20,2,2024-08-10,09h00,Samedi,19,24.62
926,77,4,2024-08-10,20h30,Samedi,55,73.99
927,41,2,2024-08-10,20h30,Samedi,70,88.65
928,38,3,2024-08-10,16h30,Samedi,34,57.44
929,52,4,2024-08-10,20h30,Samedi,50,66.67
930,74,2,2024-08-10,14h00,Samedi,47,59.34
931,92,2,2024-08-11,20h30,Dimanche,61,76.26
932,86,3,2024-08-11,18h30,Dimanche,42,70.26
933,39,2,2024-08-11,22h00,Dimanche,17,22.39
934,38,1,2024-08-11,16h30,Dimanche,28,39.97
935,17,3,2024-08-11,20h30,Dimanche,60,100.0
936,24,3,2024-08-11,20h30,Dimanche,51,85.49
937,12,2,2024-08-11,14h00,Dimanche,51,64.55
938,54,3,2024-08-11,14h00,Dimanche,60,100.0
939,34,3,2024-08-11,16h30,Dimanche,45,76.24
940,82,1,2024-08-11,16h30,Dimanche,32,46.31
941,25,1,2024-08-11,22h00,Dimanche,40,57.58
942,53,1,2024-08-11,22h00,Dimanche,10,14.13
943,20,2,2024-08-11,11h30,Dimanche,9,11.32
944,59,2,2024-08-11,14h00,Dimanche,80,100.0
945,92,2,2024-08-11,22h00,Dimanche,64,80.93
946,23,3,2024-08-11,20h30,Dimanche,60,100.0
947,8,1,2024-08-11,16h30,Dimanche,50,71.81
948,22,2,2024-08-11,16h30,Dimanche,70,88.29
949,101,1,2024-08-11,11h30,Dimanche,10,14.71
950,52,4,2024-08-11,16h30,Dimanche,69,93.3
951,50,1,2024-08-11,09h00,Dimanche,3,5.0
952,2,3,2024-08-11,22h00,Dimanche,25,42.11
953,68,2,2024-08-11,09h00,Dimanche,4,5.0
954,32,2,2024-08-11,20h30,Dimanche,71,89.41
955,45,3,2024-08-11,11h30,Dimanche,21,35.54
956,22,1,2024-08-12,22h00,Lundi,47,66.54
957,6,3,2024-08-12,14h00,Lundi,24,41.01
958,68,3,2024-08-12,16h30,Lundi,29,48.98
959,88,2,2024-08-12,14h00,Lundi,41,51.93
960,97,2,2024-08-12,11h30,Lundi,22,27.66
961,104,4,2024-08-12,09h00,Lundi,10,14.61
962,17,2,2024-08-12,20h30,Lundi,80,100.0
963,3,2,2024-08-12,09h00,Lundi,10,13.36
964,5,4,2024-08-12,20h30,Lundi,75,100.0
965,33,1,2024-08-12,18h30,Lundi,71,100.0
966,84,1,2024-08-12,09h00,Lundi,8,11.41
967,89,1,2024-08-12,16h30,Lundi,32,46.21
968,33,4,2024-08-12,20h30,Lundi,72,97.11
969,20,2,2024-08-12,20h30,Lundi,75,94.36
970,54,1,2024-08-12,20h30,Lundi,28,40.49
971,67,3,2024-08-12,18h30,Lundi,40,66.87
972,14,1,2024-08-12,14h00,Lundi,36,50.98
973,15,1,2024-08-12,16h30,Lundi,50,70.54
974,34,2,2024-08-12,14h00,Lundi,42,52.6
